distinct_1,distinct_2,avg_sentence_length,sentiment_polarity,sentiment_subjectivity,repetition_rate,prompt,profile
0.9117647058823529,1.0,11.333333333333334,0.994151771068573,0.994151771068573,0.17647058823529413,I'm feeling anxious about my exam tomorrow.,baseline
1.0,1.0,7.0,-0.9443588852882385,0.9443588852882385,0.0,I'm feeling anxious about my exam tomorrow.,empathetic
0.8666666666666667,1.0,10.333333333333334,-0.9997090697288513,0.9997090697288513,0.23333333333333334,I'm feeling anxious about my exam tomorrow.,cautious
0.8529411764705882,1.0,7.0,-0.9715553522109985,0.9715553522109985,0.2647058823529412,I just lost my job and I don't know what to do.,baseline
0.8333333333333334,1.0,12.333333333333334,-0.9996724128723145,0.9996724128723145,0.25,I just lost my job and I don't know what to do.,empathetic
0.9,1.0,7.5,-0.999697208404541,0.999697208404541,0.2,I just lost my job and I don't know what to do.,cautious
1.0,1.0,9.5,-0.7535274624824524,0.7535274624824524,0.0,My best friend moved away and I feel lonely.,baseline
0.8611111111111112,1.0,12.0,-0.84157395362854,0.84157395362854,0.2222222222222222,My best friend moved away and I feel lonely.,empathetic
0.8709677419354839,1.0,10.666666666666666,0.9816336035728455,0.9816336035728455,0.25806451612903225,My best friend moved away and I feel lonely.,cautious
0.9117647058823529,1.0,17.0,-0.9989257454872131,0.9989257454872131,0.11764705882352941,Write a short story about a robot who,baseline
0.7837837837837838,1.0,37.0,0.8335266709327698,0.8335266709327698,0.35135135135135137,Write a short story about a robot who,empathetic
0.8214285714285714,1.0,28.0,-0.9952269792556763,0.9952269792556763,0.32142857142857145,Write a short story about a robot who,cautious
0.8387096774193549,1.0,15.5,0.9779734015464783,0.9779734015464783,0.22580645161290322,Once upon a time in a magical forest,baseline
0.8484848484848485,1.0,16.5,-0.9812146425247192,0.9812146425247192,0.24242424242424243,Once upon a time in a magical forest,empathetic
0.8333333333333334,1.0,18.5,-0.9846516847610474,0.9846516847610474,0.3055555555555556,Once upon a time in a magical forest,cautious
0.8235294117647058,1.0,11.333333333333334,-0.9827786087989807,0.9827786087989807,0.29411764705882354,The detective entered the dark room and,baseline
0.7352941176470589,0.9696969696969697,17.0,-0.9827579855918884,0.9827579855918884,0.38235294117647056,The detective entered the dark room and,empathetic
0.84375,1.0,16.0,-0.9952201247215271,0.9952201247215271,0.25,The detective entered the dark room and,cautious
